date,year,month,weekday,station314,station304
2015-09-13,2015,9,Monday,-99.9,0.45
2015-09-14,2015,9,Tuesday,-99.9,0
2015-09-15,2015,9,Wednesday,0,0
2015-09-16,2015,9,Thursday,0,0
2015-09-17,2015,9,Friday,0,0
2015-09-18,2015,9,Saturday,-99.9,0.86
2015-09-19,2015,9,Sunday,-99.9,1.62
2015-09-20,2015,9,Monday,-99.9,0
2015-09-21,2015,9,Tuesday,0,0
2015-09-22,2015,9,Wednesday,0,0
2015-09-23,2015,9,Thursday,0,0
2015-09-24,2015,9,Friday,0,0
2015-09-25,2015,9,Saturday,0,0
2015-09-26,2015,9,Sunday,0,0
2015-09-27,2015,9,Monday,0,0
2015-09-28,2015,9,Tuesday,0,0
2015-09-29,2015,9,Wednesday,0,0
2015-09-30,2015,9,Thursday,0,0
2015-10-01,2015,10,Friday,0,0
2015-10-02,2015,10,Saturday,0,0
2015-10-03,2015,10,Sunday,0.02,0.01
2015-10-04,2015,10,Monday,-99.9,0.07
2015-10-05,2015,10,Tuesday,-99.9,0
2015-10-06,2015,10,Wednesday,-99.9,0
2015-10-07,2015,10,Thursday,0,0
2015-10-08,2015,10,Friday,0,0
2015-10-09,2015,10,Saturday,0.03,0.01
2015-10-10,2015,10,Sunday,0,0.07
2015-10-11,2015,10,Monday,0,0
2015-10-12,2015,10,Tuesday,0,0
2015-10-13,2015,10,Wednesday,0,0
2015-10-14,2015,10,Thursday,0,0
2015-10-15,2015,10,Friday,0,0
2015-10-16,2015,10,Saturday,0,0
2015-10-17,2015,10,Sunday,0,0
2015-10-18,2015,10,Monday,0,0
2015-10-19,2015,10,Tuesday,0,0
2015-10-20,2015,10,Wednesday,0,0
2015-10-21,2015,10,Thursday,0.02,0.02
2015-10-22,2015,10,Friday,0,0
2015-10-23,2015,10,Saturday,0,0
2015-10-24,2015,10,Sunday,0.37,0.23
2015-10-25,2015,10,Monday,-99.9,0
2015-10-26,2015,10,Tuesday,0,0
2015-10-27,2015,10,Wednesday,0,0
2015-10-28,2015,10,Thursday,0.48,0.51
2015-10-29,2015,10,Friday,0.18,0.23
2015-10-30,2015,10,Saturday,0.05,0.02
2015-10-31,2015,10,Sunday,0.04,0.01
2015-11-01,2015,11,Monday,0.53,0.6
2015-11-02,2015,11,Tuesday,0,0
2015-11-03,2015,11,Wednesday,0,0
2015-11-04,2015,11,Thursday,0,0
2015-11-05,2015,11,Friday,0,0
2015-11-06,2015,11,Saturday,-99.9,0.44
2015-11-07,2015,11,Sunday,-99.9,0
2015-11-08,2015,11,Monday,-99.9,0
2015-11-09,2015,11,Tuesday,0,0
2015-11-10,2015,11,Wednesday,-99.9,0
2015-11-11,2015,11,Thursday,0,0
2015-11-12,2015,11,Friday,-99.9,0.29
2015-11-13,2015,11,Saturday,-99.9,0.04
2015-11-14,2015,11,Sunday,-99.9,0
2015-11-15,2015,11,Monday,-99.9,0
2015-11-16,2015,11,Tuesday,-99.9,0
2015-11-17,2015,11,Wednesday,0.02,0.04
2015-11-18,2015,11,Thursday,0.26,0.32
2015-11-19,2015,11,Friday,0.06,0
2015-11-20,2015,11,Saturday,0,-99.9
2015-11-21,2015,11,Sunday,0.12,-99.9
2015-11-22,2015,11,Monday,0.78,-99.9
2015-11-23,2015,11,Tuesday,0,-99.9
2015-11-24,2015,11,Wednesday,0,-99.9
2015-11-25,2015,11,Thursday,0,0
2015-11-26,2015,11,Friday,0.11,0.14
2015-11-27,2015,11,Saturday,-99.9,1.54
2015-11-28,2015,11,Sunday,0.09,0.11
2015-11-29,2015,11,Monday,0,0
2015-11-30,2015,11,Tuesday,0,-99.9
2015-12-01,2015,12,Wednesday,0.1,0.17
2015-12-02,2015,12,Thursday,-99.9,0.01
2015-12-03,2015,12,Friday,-99.9,0.06
2015-12-04,2015,12,Saturday,-99.9,0
2015-12-05,2015,12,Sunday,-99.9,0
2015-12-06,2015,12,Monday,0,0
2015-12-07,2015,12,Tuesday,-99.9,0
2015-12-08,2015,12,Wednesday,0,0
2015-12-09,2015,12,Thursday,0,0
2015-12-10,2015,12,Friday,0,0
2015-12-11,2015,12,Saturday,0,0
2015-12-12,2015,12,Sunday,0,0
2015-12-13,2015,12,Monday,0.07,0.05
2015-12-14,2015,12,Tuesday,0.61,0.74
2015-12-15,2015,12,Wednesday,-99.9,0.27
2015-12-16,2015,12,Thursday,-99.9,0
2015-12-17,2015,12,Friday,0,0
2015-12-18,2015,12,Saturday,0,0
2015-12-19,2015,12,Sunday,0,0
2015-12-20,2015,12,Monday,0,0
2015-12-21,2015,12,Tuesday,0.71,0.71
2015-12-22,2015,12,Wednesday,-99.9,0.33
2015-12-23,2015,12,Thursday,0.02,0
2015-12-24,2015,12,Friday,0.38,0.38
2015-12-25,2015,12,Saturday,0,0
2015-12-26,2015,12,Sunday,-99.9,0
2015-12-27,2015,12,Monday,0.92,0.92
2015-12-28,2015,12,Tuesday,0.09,0.01
2015-12-29,2015,12,Wednesday,1.83,2.08
2015-12-30,2015,12,Thursday,0,0
2015-12-31,2015,12,Friday,0,-99.9
2016-01-01,2016,1,Saturday,0,0
2016-01-02,2016,1,Sunday,0,0
2016-01-03,2016,1,Monday,0,0
2016-01-04,2016,1,Tuesday,-99.9,0
2016-01-05,2016,1,Wednesday,0.02,0.01
2016-01-06,2016,1,Thursday,0,0
2016-01-07,2016,1,Friday,-99.9,0
2016-01-08,2016,1,Saturday,-99.9,0.07
2016-01-09,2016,1,Sunday,-99.9,0.21
2016-01-10,2016,1,Monday,0.44,0.47
2016-01-11,2016,1,Tuesday,0,0
2016-01-12,2016,1,Wednesday,0.11,0.27
2016-01-13,2016,1,Thursday,0.01,0
2016-01-14,2016,1,Friday,0.01,0.02
2016-01-15,2016,1,Saturday,0,0
2016-01-16,2016,1,Sunday,0.15,0.16
2016-01-17,2016,1,Monday,0,0
2016-01-18,2016,1,Tuesday,0,0
2016-01-19,2016,1,Wednesday,0,0
2016-01-20,2016,1,Thursday,0.06,0.09
2016-01-21,2016,1,Friday,0.01,0
2016-01-22,2016,1,Saturday,0,0
2016-01-23,2016,1,Sunday,0,0
2016-01-24,2016,1,Monday,0,0
2016-01-25,2016,1,Tuesday,0,0
2016-01-26,2016,1,Wednesday,0.03,0.02
2016-01-27,2016,1,Thursday,-99.9,0
2016-01-28,2016,1,Friday,0,0
2016-01-29,2016,1,Saturday,0,0.01
2016-01-30,2016,1,Sunday,0,0
2016-01-31,2016,1,Monday,0,0
2016-02-01,2016,2,Tuesday,0,0
2016-02-02,2016,2,Wednesday,0,0
2016-02-03,2016,2,Thursday,0.68,0.69
2016-02-04,2016,2,Friday,0,0
2016-02-05,2016,2,Saturday,0,0
2016-02-06,2016,2,Sunday,0,0
2016-02-07,2016,2,Monday,-99.9,0
2016-02-08,2016,2,Tuesday,0,0
2016-02-09,2016,2,Wednesday,-99.9,0.05
2016-02-10,2016,2,Thursday,-99.9,0
2016-02-11,2016,2,Friday,-99.9,0
2016-02-12,2016,2,Saturday,-99.9,0
2016-02-13,2016,2,Sunday,0,0
2016-02-14,2016,2,Monday,0,0
2016-02-15,2016,2,Tuesday,0.19,0.12
2016-02-16,2016,2,Wednesday,-99.9,0
2016-02-17,2016,2,Thursday,0.01,0.03
2016-02-18,2016,2,Friday,0,0
2016-02-19,2016,2,Saturday,0,0
2016-02-20,2016,2,Sunday,0,0
2016-02-21,2016,2,Monday,0,0
2016-02-22,2016,2,Tuesday,-99.9,0
2016-02-23,2016,2,Wednesday,0,0
2016-02-24,2016,2,Thursday,0,0
2016-02-25,2016,2,Friday,1.44,0.61
2016-02-26,2016,2,Saturday,0,0
2016-02-27,2016,2,Sunday,0,0
2016-02-28,2016,2,Monday,0,0
2016-02-29,2016,2,Tuesday,-99.9,0.05
2016-03-01,2016,3,Wednesday,-99.9,0.03
2016-03-02,2016,3,Thursday,0.13,0.1
2016-03-03,2016,3,Friday,0.18,0.1
2016-03-04,2016,3,Saturday,0.13,0
2016-03-05,2016,3,Sunday,0.09,0.05
2016-03-06,2016,3,Monday,0,0
2016-03-07,2016,3,Tuesday,0,0
2016-03-08,2016,3,Wednesday,0,0
2016-03-09,2016,3,Thursday,0,0
2016-03-10,2016,3,Friday,0.02,0.01
2016-03-11,2016,3,Saturday,-99.9,0
2016-03-12,2016,3,Sunday,-99.9,0
2016-03-13,2016,3,Monday,-99.9,0.43
2016-03-14,2016,3,Tuesday,-99.9,0.51
2016-03-15,2016,3,Wednesday,-99.9,0
2016-03-16,2016,3,Thursday,-99.9,0.21
2016-03-17,2016,3,Friday,-99.9,0.04
2016-03-18,2016,3,Saturday,-99.9,0
2016-03-19,2016,3,Sunday,-99.9,0
2016-03-20,2016,3,Monday,-99.9,0
2016-03-21,2016,3,Tuesday,-99.9,0
2016-03-22,2016,3,Wednesday,-99.9,0
2016-03-23,2016,3,Thursday,-99.9,0
2016-03-24,2016,3,Friday,-99.9,0.09
2016-03-25,2016,3,Saturday,0.68,0.67
2016-03-26,2016,3,Sunday,0,0
2016-03-27,2016,3,Monday,0,0
2016-03-28,2016,3,Tuesday,0.47,0.38
2016-03-29,2016,3,Wednesday,0,0
2016-03-30,2016,3,Thursday,0,0
2016-03-31,2016,3,Friday,0.58,0.65
2016-04-01,2016,4,Saturday,0.14,0.18
2016-04-02,2016,4,Sunday,0.06,0.09
2016-04-03,2016,4,Monday,0.09,0.04
2016-04-04,2016,4,Tuesday,0.05,0.04
2016-04-05,2016,4,Wednesday,0,0
2016-04-06,2016,4,Thursday,0.07,0.02
2016-04-07,2016,4,Friday,-99.9,1.08
2016-04-08,2016,4,Saturday,-99.9,0.08
2016-04-09,2016,4,Sunday,-99.9,0.12
2016-04-10,2016,4,Monday,-99.9,0.02
2016-04-11,2016,4,Tuesday,-99.9,0.55
2016-04-12,2016,4,Wednesday,-99.9,0
2016-04-13,2016,4,Thursday,-99.9,0
2016-04-14,2016,4,Friday,-99.9,0
2016-04-15,2016,4,Saturday,0,0
2016-04-16,2016,4,Sunday,0,0
2016-04-17,2016,4,Monday,0,0
2016-04-18,2016,4,Tuesday,0,0
2016-04-19,2016,4,Wednesday,0,0
2016-04-20,2016,4,Thursday,0,0
2016-04-21,2016,4,Friday,0.18,0.2
2016-04-22,2016,4,Saturday,-99.9,0.04
2016-04-23,2016,4,Sunday,-99.9,0.01
2016-04-24,2016,4,Monday,-99.9,0
2016-04-25,2016,4,Tuesday,-99.9,0
2016-04-26,2016,4,Wednesday,-99.9,0
2016-04-27,2016,4,Thursday,-99.9,0
2016-04-28,2016,4,Friday,-99.9,0
2016-04-29,2016,4,Saturday,-99.9,0.01
2016-04-30,2016,4,Sunday,-99.9,0
2016-05-01,2016,5,Monday,-99.9,0.71
2016-05-02,2016,5,Tuesday,-99.9,0.31
2016-05-03,2016,5,Wednesday,-99.9,0
2016-05-04,2016,5,Thursday,-99.9,0.49
2016-05-05,2016,5,Friday,0.21,0.07
2016-05-06,2016,5,Saturday,0,0
2016-05-07,2016,5,Sunday,0,0
2016-05-08,2016,5,Monday,0.01,0
2016-05-09,2016,5,Tuesday,0.04,0.05
2016-05-10,2016,5,Wednesday,0.82,0.28
2016-05-11,2016,5,Thursday,0.75,1.24
2016-05-12,2016,5,Friday,0.02,0
2016-05-13,2016,5,Saturday,0,0.01
2016-05-14,2016,5,Sunday,-99.9,0.61
2016-05-15,2016,5,Monday,-99.9,0.01
2016-05-16,2016,5,Tuesday,-99.9,0
2016-05-17,2016,5,Wednesday,0,0.01
2016-05-18,2016,5,Thursday,0,0
2016-05-19,2016,5,Friday,0,0
2016-05-20,2016,5,Saturday,0,0
2016-05-21,2016,5,Sunday,0,0
2016-05-22,2016,5,Monday,0,0
2016-05-23,2016,5,Tuesday,0,0
2016-05-24,2016,5,Wednesday,0,0
2016-05-25,2016,5,Thursday,0,0
2016-05-26,2016,5,Friday,0.06,0.02
2016-05-27,2016,5,Saturday,0.06,0
2016-05-28,2016,5,Sunday,0.49,0.7
2016-05-29,2016,5,Monday,0,0
2016-05-30,2016,5,Tuesday,0,0
2016-05-31,2016,5,Wednesday,0,0
2016-06-01,2016,6,Thursday,0.02,0
2016-06-02,2016,6,Friday,0,0.05
2016-06-03,2016,6,Saturday,0,0
2016-06-04,2016,6,Sunday,-99.9,0
2016-06-05,2016,6,Monday,-99.9,0.09
2016-06-06,2016,6,Tuesday,-99.9,0.07
2016-06-07,2016,6,Wednesday,-99.9,0
2016-06-08,2016,6,Thursday,0,0
2016-06-09,2016,6,Friday,0,0
2016-06-10,2016,6,Saturday,0.09,0.08
2016-06-11,2016,6,Sunday,0,0
2016-06-12,2016,6,Monday,0,0
2016-06-13,2016,6,Tuesday,0,0
2016-06-14,2016,6,Wednesday,0,0
2016-06-15,2016,6,Thursday,0.12,0.16
2016-06-16,2016,6,Friday,0,0
2016-06-17,2016,6,Saturday,0,0
2016-06-18,2016,6,Sunday,0,0
2016-06-19,2016,6,Monday,0,0
2016-06-20,2016,6,Tuesday,0,0
2016-06-21,2016,6,Wednesday,0.01,0.02
2016-06-22,2016,6,Thursday,0.05,0.02
2016-06-23,2016,6,Friday,0.37,0.43
2016-06-24,2016,6,Saturday,0,0
2016-06-25,2016,6,Sunday,0,0
2016-06-26,2016,6,Monday,0,0
2016-06-27,2016,6,Tuesday,0,0
2016-06-28,2016,6,Wednesday,-99.9,0
2016-06-29,2016,6,Thursday,0,0
2016-06-30,2016,6,Friday,0,0
2016-07-01,2016,7,Saturday,0,0.03
2016-07-02,2016,7,Sunday,0,0
2016-07-03,2016,7,Monday,0,0
2016-07-04,2016,7,Tuesday,0,0
2016-07-05,2016,7,Wednesday,0,0
2016-07-06,2016,7,Thursday,0.35,0.33
2016-07-07,2016,7,Friday,0.08,0.1
2016-07-08,2016,7,Saturday,1.41,1.05
2016-07-09,2016,7,Sunday,0,0
2016-07-10,2016,7,Monday,0,0
2016-07-11,2016,7,Tuesday,0,0
2016-07-12,2016,7,Wednesday,0,0
2016-07-13,2016,7,Thursday,0,0
2016-07-14,2016,7,Friday,0.83,1.01
2016-07-15,2016,7,Saturday,0,0
2016-07-16,2016,7,Sunday,0,0
2016-07-17,2016,7,Monday,0,0
2016-07-18,2016,7,Tuesday,0.95,1.51
2016-07-19,2016,7,Wednesday,0,0
2016-07-20,2016,7,Thursday,0,0
2016-07-21,2016,7,Friday,0,0
2016-07-22,2016,7,Saturday,1.41,1.54
2016-07-23,2016,7,Sunday,0,0
2016-07-24,2016,7,Monday,-99.9,1.54
2016-07-25,2016,7,Tuesday,0.83,0.77
2016-07-26,2016,7,Wednesday,0,0
2016-07-27,2016,7,Thursday,-99.9,0
2016-07-28,2016,7,Friday,-99.9,0
2016-07-29,2016,7,Saturday,0,0.01
2016-07-30,2016,7,Sunday,0.75,0.45
2016-07-31,2016,7,Monday,0.14,0.01
2016-08-01,2016,8,Tuesday,0,0
2016-08-02,2016,8,Wednesday,0,0
2016-08-03,2016,8,Thursday,0,0
2016-08-04,2016,8,Friday,-99.9,0
2016-08-05,2016,8,Saturday,0,0
2016-08-06,2016,8,Sunday,0,0
2016-08-07,2016,8,Monday,0,0
2016-08-08,2016,8,Tuesday,0,0
2016-08-09,2016,8,Wednesday,0,0
2016-08-10,2016,8,Thursday,0,0
2016-08-11,2016,8,Friday,-99.9,0
2016-08-12,2016,8,Saturday,0,0
2016-08-13,2016,8,Sunday,-99.9,1.02
2016-08-14,2016,8,Monday,-99.9,0
2016-08-15,2016,8,Tuesday,-99.9,0
2016-08-16,2016,8,Wednesday,-99.9,4.46
2016-08-17,2016,8,Thursday,-99.9,0
2016-08-18,2016,8,Friday,-99.9,0.02
2016-08-19,2016,8,Saturday,-99.9,0.1
2016-08-20,2016,8,Sunday,-99.9,0.22
2016-08-21,2016,8,Monday,-99.9,0.6
2016-08-22,2016,8,Tuesday,-99.9,0
2016-08-23,2016,8,Wednesday,0,0
2016-08-24,2016,8,Thursday,0,0
2016-08-25,2016,8,Friday,0.41,0.45
2016-08-26,2016,8,Saturday,0,0
2016-08-27,2016,8,Sunday,1.14,0.77
2016-08-28,2016,8,Monday,0,0.04
2016-08-29,2016,8,Tuesday,0.56,0.46
2016-08-30,2016,8,Wednesday,0,0.01
2016-08-31,2016,8,Thursday,0.03,0.09
2016-09-01,2016,9,Friday,0,0
2016-09-02,2016,9,Saturday,0,0
2016-09-03,2016,9,Sunday,0,0
2016-09-04,2016,9,Monday,0,0
2016-09-05,2016,9,Tuesday,0,0
2016-09-06,2016,9,Wednesday,0,0
2016-09-07,2016,9,Thursday,0,0
2016-09-08,2016,9,Friday,0.29,0.3
2016-09-09,2016,9,Saturday,0.03,0.03
2016-09-10,2016,9,Sunday,0.49,0.6
2016-09-11,2016,9,Monday,0,0.03
2016-09-12,2016,9,Tuesday,0,0
2016-09-13,2016,9,Wednesday,0,0
2016-09-14,2016,9,Thursday,0,0
2016-09-15,2016,9,Friday,0,0
2016-09-16,2016,9,Saturday,0,0
2016-09-17,2016,9,Sunday,0.51,0.54
2016-09-18,2016,9,Monday,0.04,0.01
2016-09-19,2016,9,Tuesday,0,0
2016-09-20,2016,9,Wednesday,0,0
2016-09-21,2016,9,Thursday,0,0
2016-09-22,2016,9,Friday,0,0
2016-09-23,2016,9,Saturday,0,0
2016-09-24,2016,9,Sunday,0,0
2016-09-25,2016,9,Monday,0,0
2016-09-26,2016,9,Tuesday,0.42,0.41
2016-09-27,2016,9,Wednesday,0,0
2016-09-28,2016,9,Thursday,0.02,0
2016-09-29,2016,9,Friday,0.24,0.54
2016-09-30,2016,9,Saturday,0.14,-99.9
2016-10-01,2016,10,Sunday,-99.9,-99.9
2016-10-02,2016,10,Monday,-99.9,0.44
2016-10-03,2016,10,Tuesday,-99.9,0.01
2016-10-04,2016,10,Wednesday,-99.9,0
2016-10-05,2016,10,Thursday,-99.9,0
2016-10-06,2016,10,Friday,-99.9,0
2016-10-07,2016,10,Saturday,1.83,1.99
2016-10-08,2016,10,Sunday,0,0
2016-10-09,2016,10,Monday,0,0
2016-10-10,2016,10,Tuesday,0,0
2016-10-11,2016,10,Wednesday,0,0
2016-10-12,2016,10,Thursday,0.01,0.03
2016-10-13,2016,10,Friday,0.52,0.57
2016-10-14,2016,10,Saturday,0,0
2016-10-15,2016,10,Sunday,0,0
2016-10-16,2016,10,Monday,0,0.32
2016-10-17,2016,10,Tuesday,1.11,0.72
2016-10-18,2016,10,Wednesday,0,0
2016-10-19,2016,10,Thursday,0,0
2016-10-20,2016,10,Friday,0.21,0.15
2016-10-21,2016,10,Saturday,-99.9,0.04
2016-10-22,2016,10,Sunday,-99.9,0.07
2016-10-23,2016,10,Monday,-99.9,0
2016-10-24,2016,10,Tuesday,-99.9,0
2016-10-25,2016,10,Wednesday,-99.9,0
2016-10-26,2016,10,Thursday,0.16,0.23
2016-10-27,2016,10,Friday,0.73,0.71
2016-10-28,2016,10,Saturday,-99.9,0.01
2016-10-29,2016,10,Sunday,-99.9,0
2016-10-30,2016,10,Monday,-99.9,0.02
2016-10-31,2016,10,Tuesday,-99.9,0
2016-11-01,2016,11,Wednesday,-99.9,0
2016-11-02,2016,11,Thursday,0,0
2016-11-03,2016,11,Friday,-99.9,0.85
2016-11-04,2016,11,Saturday,-99.9,0
2016-11-05,2016,11,Sunday,-99.9,0
2016-11-06,2016,11,Monday,-99.9,0
2016-11-07,2016,11,Tuesday,0,0
2016-11-08,2016,11,Wednesday,-99.9,0.08
2016-11-09,2016,11,Thursday,-99.9,0
2016-11-10,2016,11,Friday,-99.9,0
2016-11-11,2016,11,Saturday,-99.9,0
2016-11-12,2016,11,Sunday,-99.9,0
2016-11-13,2016,11,Monday,-99.9,0
2016-11-14,2016,11,Tuesday,-99.9,0
2016-11-15,2016,11,Wednesday,-99.9,0
2016-11-16,2016,11,Thursday,-99.9,0
2016-11-17,2016,11,Friday,0,0
2016-11-18,2016,11,Saturday,0,0
2016-11-19,2016,11,Sunday,0.42,0.59
2016-11-20,2016,11,Monday,0,0
2016-11-21,2016,11,Tuesday,0,0
2016-11-22,2016,11,Wednesday,0,0
2016-11-23,2016,11,Thursday,-99.9,0.25
2016-11-24,2016,11,Friday,-99.9,0.68
2016-11-25,2016,11,Saturday,-99.9,0
2016-11-26,2016,11,Sunday,-99.9,0
2016-11-27,2016,11,Monday,-99.9,0
2016-11-28,2016,11,Tuesday,-99.9,0.23
2016-11-29,2016,11,Wednesday,-99.9,0.82
2016-11-30,2016,11,Thursday,-99.9,0
2016-12-01,2016,12,Friday,-99.9,0
2016-12-02,2016,12,Saturday,-99.9,0.01
2016-12-03,2016,12,Sunday,-99.9,0
2016-12-04,2016,12,Monday,0,0
2016-12-05,2016,12,Tuesday,0.78,0.67
2016-12-06,2016,12,Wednesday,0,0
2016-12-07,2016,12,Thursday,0,0
2016-12-08,2016,12,Friday,0,0
2016-12-09,2016,12,Saturday,0,0
2016-12-10,2016,12,Sunday,0,0
2016-12-11,2016,12,Monday,0.21,0.29
2016-12-12,2016,12,Tuesday,0.32,0.46
2016-12-13,2016,12,Wednesday,0.04,0.04
2016-12-14,2016,12,Thursday,0,0
2016-12-15,2016,12,Friday,0,0
2016-12-16,2016,12,Saturday,-99.9,0
2016-12-17,2016,12,Sunday,0.07,0.13
2016-12-18,2016,12,Monday,0.42,0.11
2016-12-19,2016,12,Tuesday,0,0
2016-12-20,2016,12,Wednesday,0,0
2016-12-21,2016,12,Thursday,-99.9,0
2016-12-22,2016,12,Friday,0,0
2016-12-23,2016,12,Saturday,0,0
2016-12-24,2016,12,Sunday,0.11,0.14
2016-12-25,2016,12,Monday,0.01,0
2016-12-26,2016,12,Tuesday,0.14,0.27
2016-12-27,2016,12,Wednesday,-99.9,0
2016-12-28,2016,12,Thursday,0,0
2016-12-29,2016,12,Friday,-99.9,0
2016-12-30,2016,12,Saturday,-99.9,0
2016-12-31,2016,12,Sunday,-99.9,0
2017-01-01,2017,1,Monday,-99.9,0
2017-01-02,2017,1,Tuesday,0,0
2017-01-03,2017,1,Wednesday,-99.9,0.42
2017-01-04,2017,1,Thursday,-99.9,0
2017-01-05,2017,1,Friday,0.01,0
2017-01-06,2017,1,Saturday,0,0
2017-01-07,2017,1,Sunday,0,0
2017-01-08,2017,1,Monday,0,0
2017-01-09,2017,1,Tuesday,0,0
2017-01-10,2017,1,Wednesday,0.02,0.02
2017-01-11,2017,1,Thursday,0.21,0.3
2017-01-12,2017,1,Friday,0.97,0.59
2017-01-13,2017,1,Saturday,0,0.2
2017-01-14,2017,1,Sunday,0,0
2017-01-15,2017,1,Monday,-99.9,0
2017-01-16,2017,1,Tuesday,-99.9,0
2017-01-17,2017,1,Wednesday,-99.9,0.74
2017-01-18,2017,1,Thursday,-99.9,0
2017-01-19,2017,1,Friday,-99.9,0.01
2017-01-20,2017,1,Saturday,-99.9,0.78
2017-01-21,2017,1,Sunday,-99.9,0.02
2017-01-22,2017,1,Monday,-99.9,0
2017-01-23,2017,1,Tuesday,-99.9,0
2017-01-24,2017,1,Wednesday,0,0
2017-01-25,2017,1,Thursday,0,0
2017-01-26,2017,1,Friday,-99.9,0.03
2017-01-27,2017,1,Saturday,-99.9,0
2017-01-28,2017,1,Sunday,-99.9,0
2017-01-29,2017,1,Monday,-99.9,0
2017-01-30,2017,1,Tuesday,-99.9,0.01
2017-01-31,2017,1,Wednesday,-99.9,0.01
2017-02-01,2017,2,Thursday,-99.9,0
2017-02-02,2017,2,Friday,-99.9,0
2017-02-03,2017,2,Saturday,-99.9,0
2017-02-04,2017,2,Sunday,-99.9,0
2017-02-05,2017,2,Monday,0,0
2017-02-06,2017,2,Tuesday,-99.9,0
2017-02-07,2017,2,Wednesday,0.31,0.5
2017-02-08,2017,2,Thursday,0.23,0.12
2017-02-09,2017,2,Friday,0.08,0.05
2017-02-10,2017,2,Saturday,-99.9,0
2017-02-11,2017,2,Sunday,-99.9,0
2017-02-12,2017,2,Monday,-99.9,0.04
2017-02-13,2017,2,Tuesday,0,0
2017-02-14,2017,2,Wednesday,0,0
2017-02-15,2017,2,Thursday,0,0
2017-02-16,2017,2,Friday,0,0
2017-02-17,2017,2,Saturday,0,0
2017-02-18,2017,2,Sunday,0,0
2017-02-19,2017,2,Monday,0,0
2017-02-20,2017,2,Tuesday,0,0
2017-02-21,2017,2,Wednesday,0.03,0.09
2017-02-22,2017,2,Thursday,0.08,0.03
2017-02-23,2017,2,Friday,-99.9,0
2017-02-24,2017,2,Saturday,-99.9,0.25
2017-02-25,2017,2,Sunday,-99.9,0.01
2017-02-26,2017,2,Monday,-99.9,0
2017-02-27,2017,2,Tuesday,-99.9,0
2017-02-28,2017,2,Wednesday,-99.9,0.12
2017-03-01,2017,3,Thursday,0.71,0.56
2017-03-02,2017,3,Friday,0.03,0.01
2017-03-03,2017,3,Saturday,0.01,0
2017-03-04,2017,3,Sunday,0,0
2017-03-05,2017,3,Monday,0,0
2017-03-06,2017,3,Tuesday,0,0
2017-03-07,2017,3,Wednesday,0.14,0.18
2017-03-08,2017,3,Thursday,0,0
2017-03-09,2017,3,Friday,0,0
2017-03-10,2017,3,Saturday,0,0
2017-03-11,2017,3,Sunday,0,0
2017-03-12,2017,3,Monday,-99.9,0
2017-03-13,2017,3,Tuesday,0.21,0.11
2017-03-14,2017,3,Wednesday,0.02,0.05
2017-03-15,2017,3,Thursday,0.07,0.05
2017-03-16,2017,3,Friday,0,0
2017-03-17,2017,3,Saturday,0.14,0.15
2017-03-18,2017,3,Sunday,-99.9,0.01
2017-03-19,2017,3,Monday,-99.9,0
2017-03-20,2017,3,Tuesday,-99.9,0.53
2017-03-21,2017,3,Wednesday,-99.9,0
2017-03-22,2017,3,Thursday,-99.9,0
2017-03-23,2017,3,Friday,-99.9,0
2017-03-24,2017,3,Saturday,-99.9,0.02
2017-03-25,2017,3,Sunday,-99.9,0.43
2017-03-26,2017,3,Monday,-99.9,0.65
2017-03-27,2017,3,Tuesday,-99.9,0.45
2017-03-28,2017,3,Wednesday,0.04,0.02
2017-03-29,2017,3,Thursday,0,0
2017-03-30,2017,3,Friday,0.78,0.77
2017-03-31,2017,3,Saturday,0.56,0.52
2017-04-01,2017,4,Sunday,0.01,0
2017-04-02,2017,4,Monday,0,0
2017-04-03,2017,4,Tuesday,0,0
2017-04-04,2017,4,Wednesday,0.49,0.42
2017-04-05,2017,4,Thursday,0.09,0.26
2017-04-06,2017,4,Friday,1.23,1.17
2017-04-07,2017,4,Saturday,0.02,0.01
2017-04-08,2017,4,Sunday,0,0
2017-04-09,2017,4,Monday,-99.9,0
2017-04-10,2017,4,Tuesday,-99.9,0
2017-04-11,2017,4,Wednesday,-99.9,0.13
2017-04-12,2017,4,Thursday,-99.9,0
2017-04-13,2017,4,Friday,-99.9,0
2017-04-14,2017,4,Saturday,-99.9,0
2017-04-15,2017,4,Sunday,-99.9,0.26
2017-04-16,2017,4,Monday,-99.9,0.1
2017-04-17,2017,4,Tuesday,-99.9,0
2017-04-18,2017,4,Wednesday,-99.9,0
2017-04-19,2017,4,Thursday,-99.9,0
2017-04-20,2017,4,Friday,-99.9,0.25
2017-04-21,2017,4,Saturday,0.02,0
2017-04-22,2017,4,Sunday,0,0
2017-04-23,2017,4,Monday,0,0
2017-04-24,2017,4,Tuesday,0,0
2017-04-25,2017,4,Wednesday,0,0
2017-04-26,2017,4,Thursday,0,0
2017-04-27,2017,4,Friday,-99.9,0.43
2017-04-28,2017,4,Saturday,0,0.01
2017-04-29,2017,4,Sunday,0,0
2017-04-30,2017,4,Monday,0.63,0.77
2017-05-01,2017,5,Tuesday,1.18,0.85
2017-05-02,2017,5,Wednesday,-99.9,0.11
2017-05-03,2017,5,Thursday,-99.9,0.01
2017-05-04,2017,5,Friday,-99.9,0.18
2017-05-05,2017,5,Saturday,-99.9,0.35
